cpu-cores-available,cpu-cores-utilized,cpu-manufacturer,cpu-model-name,cpu-tdp,gpu-count,gpu-model-name,Hardware Information on AWS Documentation & Comments,instance-class,instance-storage,memory-available,platform-memory,release-date,storage-drives
96,2,AMD,AMD EPYC™ 7571,120.00,N/A,N/A,2.5 GHz AMD EPYC 7000 Series Processor,t3a.nano,EBS-Only,0.5,384,April 2019,0
96,2,AMD,AMD EPYC™ 7571,120.00,N/A,N/A,2.5 GHz AMD EPYC 7000 Series Processor,t3a.small,EBS-Only,2,384,April 2019,0
96,4,AMD,AMD EPYC™ 7571,120.00,N/A,N/A,2.5 GHz AMD EPYC 7000 Series Processor,t3a.xlarge,EBS-Only,16,384,April 2019,0
64,8,AWS,AWS Graviton2,110.00,N/A,N/A,Baseline Performance / vCPU 40%,t4g.2xlarge,EBS-Only,32,256,September 2020,0
64,2,AWS,AWS Graviton2,110.00,N/A,N/A,Baseline Performance / vCPU 30%,t4g.large,EBS-Only,8,256,September 2020,0
64,2,AWS,AWS Graviton2,110.00,N/A,N/A,Baseline Performance / vCPU 20%,t4g.medium,EBS-Only,4,256,September 2020,0
64,2,AWS,AWS Graviton2,110.00,N/A,N/A,Baseline Performance / vCPU 10%,t4g.micro,EBS-Only,1,256,September 2020,0
64,2,AWS,AWS Graviton2,110.00,N/A,N/A,Baseline Performance / vCPU 5%,t4g.nano,EBS-Only,0.5,256,September 2020,0
64,2,AWS,AWS Graviton2,110.00,N/A,N/A,Baseline Performance / vCPU 20%,t4g.small,EBS-Only,2,256,September 2020,0
64,4,AWS,AWS Graviton2,110.00,N/A,N/A,Baseline Performance / vCPU 40%,t4g.xlarge,EBS-Only,16,256,September 2020,0
448,448,Intel,Intel® Xeon® Platinum 8176M,165.00,N/A,N/A,Intel Xeon Platinum 8176M (Skylake) processors,u-12tb1.metal,EBS-Only,12288,24576,September 2018,0
448,448,Intel,Intel® Xeon® Platinum 8176M,165.00,N/A,N/A,Intel Xeon Platinum 8176M (Skylake) processors,u-18tb1.metal,EBS-Only,18432,24576,May 2019,0
448,448,Intel,Intel® Xeon® Platinum 8176M,165.00,N/A,N/A,Intel Xeon Platinum 8176M (Skylake) processors,u-24tb1.metal,EBS-Only,24576,24576,May 2019,0
448,448,Intel,Intel® Xeon® Platinum 8176M,165.00,N/A,N/A,Intel Xeon Platinum 8176M (Skylake) processors,u-6tb1.metal,EBS-Only,6144,24576,September 2018,0
448,448,Intel,Intel® Xeon® Platinum 8176M,165.00,N/A,N/A,Intel Xeon Platinum 8176M (Skylake) processors,u-9tb1.metal,EBS-Only,9216,24576,September 2018,0
128,64,Intel,Intel® Xeon® E7-8880 v3,150.00,N/A,N/A,2.3 GHz Intel Xeon E7-8880 v3 Processor (Haswell),x1.16xlarge,1 x 1.920 SSD,976,1952,October 2016,2
128,128,Intel,Intel® Xeon® E7-8880 v3,150.00,N/A,N/A,2.3 GHz Intel Xeon E7-8880 v3 Processor (Haswell),x1.32xlarge,2 x 1.920 SSD,1952,1952,May 2016,2
128,64,Intel,Intel® Xeon® E7-8880 v3,150.00,N/A,N/A,2.3 GHz Intel Xeon E7-8880 v3 Processor (Haswell),x1e.16xlarge,1 x 1.920 SSD,1952,3904,November 2017,2
128,8,Intel,Intel® Xeon® E7-8880 v3,150.00,N/A,N/A,2.3 GHz Intel Xeon E7-8880 v3 Processor (Haswell),x1e.2xlarge,1 x 240 SSD,244,3904,November 2017,2
128,128,Intel,Intel® Xeon® E7-8880 v3,150.00,N/A,N/A,2.3 GHz Intel Xeon E7-8880 v3 Processor (Haswell),x1e.32xlarge,2 x 1.920 SSD,3904,3904,September 2017,2
128,16,Intel,Intel® Xeon® E7-8880 v3,150.00,N/A,N/A,2.3 GHz Intel Xeon E7-8880 v3 Processor (Haswell),x1e.4xlarge,1 x 480 SSD,488,3904,November 2017,2
128,32,Intel,Intel® Xeon® E7-8880 v3,150.00,N/A,N/A,2.3 GHz Intel Xeon E7-8880 v3 Processor (Haswell),x1e.8xlarge,1 x 960 SSD,976,3904,November 2017,2
128,4,Intel,Intel® Xeon® E7-8880 v3,150.00,N/A,N/A,2.3 GHz Intel Xeon E7-8880 v3 Processor (Haswell),x1e.xlarge,1 x 120 SSD,122,3904,November 2017,2
64,48,AWS,AWS Graviton2,110.00,N/A,N/A,,x2gd.12xlarge,2x1425 NVMe SSD,768,1024,March 2021,2
64,64,AWS,AWS Graviton2,110.00,N/A,N/A,,x2gd.16xlarge,2x1900 NVMe SSD,1024,1024,March 2021,2
64,8,AWS,AWS Graviton2,110.00,N/A,N/A,,x2gd.2xlarge,1x475 NVMe SSD,128,1024,March 2021,2
64,16,AWS,AWS Graviton2,110.00,N/A,N/A,,x2gd.4xlarge,1x950 NVMe SSD,256,1024,March 2021,2
64,32,AWS,AWS Graviton2,110.00,N/A,N/A,,x2gd.8xlarge,1x1900 NVMe SSD,512,1024,March 2021,2
64,2,AWS,AWS Graviton2,110.00,N/A,N/A,,x2gd.large,1x118 NVMe SSD,32,1024,March 2021,2
64,1,AWS,AWS Graviton2,110.00,N/A,N/A,,x2gd.medium,1x59 NVMe SSD,16,1024,March 2021,2
64,64,AWS,AWS Graviton2,110.00,N/A,N/A,,x2gd.metal,2x1900 NVMe SSD,1024,1024,March 2021,2
64,4,AWS,AWS Graviton2,110.00,N/A,N/A,,x2gd.xlarge,1x237 NVMe SSD,64,1024,March 2021,2
48,48,Intel,Intel® Xeon® Platinum 8151,150.00,N/A,N/A,Up to 4.0 GHz Intel Xeon Scalable Processors,z1d.12xlarge,2 x 900 NVMe SSD,384,384,July 2018,2
48,8,Intel,Intel® Xeon® Platinum 8151,150.00,N/A,N/A,Up to 4.0 GHz Intel Xeon Scalable Processors,z1d.2xlarge,1 x 300 NVMe SSD,64,384,July 2018,2
48,12,Intel,Intel® Xeon® Platinum 8151,150.00,N/A,N/A,Up to 4.0 GHz Intel Xeon Scalable Processors,z1d.3xlarge,1 x 450 NVMe SSD,96,384,July 2018,2
48,24,Intel,Intel® Xeon® Platinum 8151,150.00,N/A,N/A,Up to 4.0 GHz Intel Xeon Scalable Processors,z1d.6xlarge,1 x 900 NVMe SSD,192,384,July 2018,2
48,2,Intel,Intel® Xeon® Platinum 8151,150.00,N/A,N/A,Up to 4.0 GHz Intel Xeon Scalable Processors,z1d.large,1 x 75 NVMe SSD,16,384,July 2018,2
48,48,Intel,Intel® Xeon® Platinum 8151,150.00,N/A,N/A,Up to 4.0 GHz Intel Xeon Scalable Processors,z1d.metal,2 x 900 NVMe SSD,384,384,July 2018,2
48,4,Intel,Intel® Xeon® Platinum 8151,150.00,N/A,N/A,Up to 4.0 GHz Intel Xeon Scalable Processors,z1d.xlarge,1 x 150 NVMe SSD,32,384,July 2018,2
