cpu-cores-available,cpu-cores-utilized,cpu-manufacturer,cpu-model-name,cpu-tdp,gpu-count,gpu-model-name,Hardware Information on AWS Documentation & Comments,instance-class,instance-storage,memory-available,platform-memory,release-date,storage-drives
72,64,Intel,Intel® Xeon® E5-2686 v4,145.00,16,Tesla K80,16 GPU NVIDIA Tesla K80,p2.16xlarge,N/A,732,732,September 2016,0
72,32,Intel,Intel® Xeon® E5-2686 v4,145.00,16,Tesla K80,8 GPU NVIDIA Tesla K80,p2.8xlarge,N/A,488,732,September 2016,0
72,4,Intel,Intel® Xeon® E5-2686 v4,145.00,16,Tesla K80,1 GPU NVIDIA Tesla K80,p2.xlarge,N/A,61,732,September 2016,0
72,64,Intel,Intel® Xeon® E5-2686 v4,145.00,8,Tesla V100,8 NVIDIA Tesla V100,p3.16xlarge,N/A,488,768,October 2017,2
72,8,Intel,Intel® Xeon® E5-2686 v4,145.00,8,Tesla V100,1 NVIDIA Tesla V100,p3.2xlarge,N/A,61,768,October 2017,2
72,32,Intel,Intel® Xeon® E5-2686 v4,145.00,8,Tesla V100,4 NVIDIA Tesla V100,p3.8xlarge,N/A,244,768,October 2017,2
96,96,Intel,Intel® Xeon® Platinum 8175M,240.00,8,Tesla V100,8 NVIDIA Tesla V100,p3dn.24xlarge,2 x 900 NVMe SSD,768,768,December 2018,2
96,96,Intel,Intel® Xeon® Platinum 8275CL,205.00,8,Tesla A100,8 NVIDIA A100 Tensor Core GPU,p4d.24xlarge,8TB NVMe SSD,1152,1152,November 2020,8
40,8,Intel,Intel® Xeon® E5-2670 v2,115.00,N/A,N/A,Intel Xeon Ivy Bridge Processors,r3.2xlarge,1 x 160 (SSD),61,244,April 2014,2
40,8,Intel,Intel® Xeon® E5-2670 v2,115.00,N/A,N/A,Intel Xeon Ivy Bridge Processors,r3.2xlarge.elasticsearch,1 x 160 (SSD),61,244,April 2014,2
40,16,Intel,Intel® Xeon® E5-2670 v2,115.00,N/A,N/A,Intel Xeon Ivy Bridge Processors,r3.4xlarge,1 x 320 (SSD),122,244,April 2014,2
40,16,Intel,Intel® Xeon® E5-2670 v2,115.00,N/A,N/A,Intel Xeon Ivy Bridge Processors,r3.4xlarge.elasticsearch,1 x 320 (SSD),122,244,April 2014,2
40,32,Intel,Intel® Xeon® E5-2670 v2,115.00,N/A,N/A,Intel Xeon Ivy Bridge Processors,r3.8xlarge,2 x 320 (SSD),244,244,April 2014,2
40,32,Intel,Intel® Xeon® E5-2670 v2,115.00,N/A,N/A,Intel Xeon Ivy Bridge Processors,r3.8xlarge.elasticsearch,2 x 320 (SSD),244,244,April 2014,2
40,2,Intel,Intel® Xeon® E5-2670 v2,115.00,N/A,N/A,Intel Xeon Ivy Bridge Processors,r3.large,1 x 32 (SSD),15.25,244,April 2014,2
40,2,Intel,Intel® Xeon® E5-2670 v2,115.00,N/A,N/A,Intel Xeon Ivy Bridge Processors,r3.large.elasticsearch,1 x 32 (SSD),15.25,244,April 2014,2
40,4,Intel,Intel® Xeon® E5-2670 v2,115.00,N/A,N/A,Intel Xeon Ivy Bridge Processors,r3.xlarge,1 x 80 (SSD),30.5,244,April 2014,2
40,4,Intel,Intel® Xeon® E5-2670 v2,115.00,N/A,N/A,Intel Xeon Ivy Bridge Processors,r3.xlarge.elasticsearch,1 x 80 (SSD),30.5,244,April 2014,2
72,64,Intel,Intel® Xeon® E5-2686 v4,145.00,N/A,N/A,2.3 GHz Intel Xeon E5-2686 v4 Processor,r4.16xlarge,EBS-Only,488,488,November 2016,0
72,64,Intel,Intel® Xeon® E5-2686 v4,145.00,N/A,N/A,2.3 GHz Intel Xeon E5-2686 v4 Processor,r4.16xlarge.elasticsearch,EBS-Only,488,488,November 2016,0
72,8,Intel,Intel® Xeon® E5-2686 v4,145.00,N/A,N/A,2.3 GHz Intel Xeon E5-2686 v4 Processor,r4.2xlarge,EBS-Only,61,488,November 2016,0
72,8,Intel,Intel® Xeon® E5-2686 v4,145.00,N/A,N/A,2.3 GHz Intel Xeon E5-2686 v4 Processor,r4.2xlarge.elasticsearch,EBS-Only,61,488,November 2016,0
72,16,Intel,Intel® Xeon® E5-2686 v4,145.00,N/A,N/A,2.3 GHz Intel Xeon E5-2686 v4 Processor,r4.4xlarge,EBS-Only,122,488,November 2016,0
72,16,Intel,Intel® Xeon® E5-2686 v4,145.00,N/A,N/A,2.3 GHz Intel Xeon E5-2686 v4 Processor,r4.4xlarge.elasticsearch,EBS-Only,122,488,November 2016,0
72,32,Intel,Intel® Xeon® E5-2686 v4,145.00,N/A,N/A,2.3 GHz Intel Xeon E5-2686 v4 Processor,r4.8xlarge,EBS-Only,244,488,November 2016,0
72,32,Intel,Intel® Xeon® E5-2686 v4,145.00,N/A,N/A,2.3 GHz Intel Xeon E5-2686 v4 Processor,r4.8xlarge.elasticsearch,EBS-Only,244,488,November 2016,0
72,2,Intel,Intel® Xeon® E5-2686 v4,145.00,N/A,N/A,2.3 GHz Intel Xeon E5-2686 v4 Processor,r4.large,EBS-Only,15.25,488,November 2016,0
72,2,Intel,Intel® Xeon® E5-2686 v4,145.00,N/A,N/A,2.3 GHz Intel Xeon E5-2686 v4 Processor,r4.large.elasticsearch,EBS-Only,15.25,488,November 2016,0
72,4,Intel,Intel® Xeon® E5-2686 v4,145.00,N/A,N/A,2.3 GHz Intel Xeon E5-2686 v4 Processor,r4.xlarge,EBS-Only,30.5,488,November 2016,0
72,4,Intel,Intel® Xeon® E5-2686 v4,145.00,N/A,N/A,2.3 GHz Intel Xeon E5-2686 v4 Processor,r4.xlarge.elasticsearch,EBS-Only,30.5,488,November 2016,0
96,48,Intel,Intel® Xeon® Platinum 8175M,240.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake),r5.12xlarge,EBS-Only,384,768,July 2018,0
96,48,Intel,Intel® Xeon® Platinum 8175M,240.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake),r5.12xlarge.elasticsearch,EBS-Only,384,768,July 2018,0
96,64,Intel,Intel® Xeon® Platinum 8175M,240.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake),r5.16xlarge,EBS-Only,512,768,June 2019,0
96,96,Intel,Intel® Xeon® Platinum 8175M,240.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake),r5.24xlarge,EBS-Only,768,768,July 2018,0
96,8,Intel,Intel® Xeon® Platinum 8175M,240.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake),r5.2xlarge,EBS-Only,64,768,July 2018,0
96,8,Intel,Intel® Xeon® Platinum 8175M,240.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake),r5.2xlarge.elasticsearch,EBS-Only,64,768,July 2018,0
96,16,Intel,Intel® Xeon® Platinum 8175M,240.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake),r5.4xlarge,EBS-Only,128,768,July 2018,0
96,16,Intel,Intel® Xeon® Platinum 8175M,240.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake),r5.4xlarge.elasticsearch,EBS-Only,128,768,July 2018,0
96,32,Intel,Intel® Xeon® Platinum 8175M,240.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake),r5.8xlarge,EBS-Only,256,768,June 2019,0
96,2,Intel,Intel® Xeon® Platinum 8175M,240.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake),r5.large,EBS-Only,16,768,July 2018,0
96,2,Intel,Intel® Xeon® Platinum 8175M,240.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake),r5.large.elasticsearch,EBS-Only,16,768,July 2018,0
96,96,Intel,Intel® Xeon® Platinum 8175M,240.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake),r5.metal,EBS-Only,768,768,July 2018,0
96,4,Intel,Intel® Xeon® Platinum 8175M,240.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake),r5.xlarge,EBS-Only,32,768,July 2018,0
96,4,Intel,Intel® Xeon® Platinum 8175M,240.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake),r5.xlarge.elasticsearch,EBS-Only,32,768,July 2018,0
96,48,AMD,AMD EPYC™ 7571,120.00,N/A,N/A,2.5 GHz AMD EPYC 7000 series processors,r5a.12xlarge,EBS-Only,384,768,November 2018,0
96,64,AMD,AMD EPYC™ 7571,120.00,N/A,N/A,2.5 GHz AMD EPYC 7000 series processors,r5a.16xlarge,EBS-Only,512,768,June 2019,0
96,96,AMD,AMD EPYC™ 7571,120.00,N/A,N/A,2.5 GHz AMD EPYC 7000 series processors,r5a.24xlarge,EBS-Only,768,768,November 2018,0
96,8,AMD,AMD EPYC™ 7571,120.00,N/A,N/A,2.5 GHz AMD EPYC 7000 series processors,r5a.2xlarge,EBS-Only,64,768,November 2018,0
96,16,AMD,AMD EPYC™ 7571,120.00,N/A,N/A,2.5 GHz AMD EPYC 7000 series processors,r5a.4xlarge,EBS-Only,128,768,November 2018,0
96,32,AMD,AMD EPYC™ 7571,120.00,N/A,N/A,2.5 GHz AMD EPYC 7000 series processors,r5a.8xlarge,EBS-Only,256,768,June 2019,0
96,2,AMD,AMD EPYC™ 7571,120.00,N/A,N/A,2.5 GHz AMD EPYC 7000 series processors,r5a.large,EBS-Only,16,768,November 2018,0
96,4,AMD,AMD EPYC™ 7571,120.00,N/A,N/A,2.5 GHz AMD EPYC 7000 series processors,r5a.xlarge,EBS-Only,32,768,November 2018,0
96,48,AMD,AMD EPYC™ 7571,120.00,N/A,N/A,2.5 GHz AMD EPYC 7000 series processors,r5ad.12xlarge,2 x 900 NVMe SSD,384,768,March 2019,4
96,64,AMD,AMD EPYC™ 7571,120.00,N/A,N/A,2.5 GHz AMD EPYC 7000 series processors,r5ad.16xlarge,4 x 600 NVMe SSD,512,768,March 2019,4
96,96,AMD,AMD EPYC™ 7571,120.00,N/A,N/A,2.5 GHz AMD EPYC 7000 series processors,r5ad.24xlarge,4 x 900 NVMe SSD,768,768,March 2019,4
96,8,AMD,AMD EPYC™ 7571,120.00,N/A,N/A,2.5 GHz AMD EPYC 7000 series processors,r5ad.2xlarge,1 x 300 NVMe SSD,64,768,March 2019,4
96,16,AMD,AMD EPYC™ 7571,120.00,N/A,N/A,2.5 GHz AMD EPYC 7000 series processors,r5ad.4xlarge,2 x 300 NVMe SSD,128,768,March 2019,4
96,32,AMD,AMD EPYC™ 7571,120.00,N/A,N/A,2.5 GHz AMD EPYC 7000 series processors,r5ad.8xlarge,2 x 600 NVMe SSD,256,768,March 2019,4
96,2,AMD,AMD EPYC™ 7571,120.00,N/A,N/A,2.5 GHz AMD EPYC 7000 series processors,r5ad.large,1 x 75 NVMe SSD,16,768,March 2019,4
96,4,AMD,AMD EPYC™ 7571,120.00,N/A,N/A,2.5 GHz AMD EPYC 7000 series processors,r5ad.xlarge,1 x 150 NVMe SSD,32,768,March 2019,4
96,48,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,,r5b.12xlarge,EBS-Only,384,768,December 2020,0
96,64,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,,r5b.16xlarge,EBS Only,512,768,December 2020,0
96,96,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,,r5b.24xlarge,EBS-Only,768,768,December 2020,0
96,8,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,,r5b.2xlarge,EBS-Only,64,768,December 2020,0
96,16,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,,r5b.4xlarge,EBS-Only,128,768,December 2020,0
96,32,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,,r5b.8xlarge,EBS-Only,256,768,December 2020,0
96,2,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,,r5b.large,EBS-Only,16,768,December 2020,0
96,96,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,,r5b.metal,EBS-Only,768,768,December 2020,0
96,4,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,,r5b.xlarge,EBS-Only,32,768,December 2020,0
96,48,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake),r5d.12xlarge,2 x 900 NVMe SSD,384,768,July 2018,4
96,64,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake),r5d.16xlarge,4 x 600 NVMe SSD,512,768,June 2019,4
96,96,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake),r5d.24xlarge,4 x 900 NVMe SSD,768,768,July 2018,4
96,8,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake),r5d.2xlarge,1 x 300 NVMe SSD,64,768,July 2018,4
96,16,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake),r5d.4xlarge,2 x 300 NVMe SSD,128,768,July 2018,4
96,32,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake),r5d.8xlarge,2 x 600 NVMe SSD,256,768,June 2019,4
96,2,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake),r5d.large,1 x 75 NVMe SSD,16,768,July 2018,4
96,96,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake),r5d.metal,4 x 900 NVMe SSD,768,768,July 2018,4
96,4,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake),r5d.xlarge,1 x 150 NVMe SSD,32,768,July 2018,4
96,48,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake),r5dn.12xlarge,2 x 900 NVMe SSD,384,768,October 2019,4
96,64,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake),r5dn.16xlarge,4 x 600 NVMe SSD,512,768,October 2019,4
96,96,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake),r5dn.24xlarge,4 x 900 NVMe SSD,768,768,October 2019,4
96,8,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake),r5dn.2xlarge,1 x 300 NVMe SSD,64,768,October 2019,4
96,16,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake),r5dn.4xlarge,2 x 300 NVMe SSD,128,768,October 2019,4
96,32,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake),r5dn.8xlarge,2 x 600 NVMe SSD,256,768,October 2019,4
96,2,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake),r5dn.large,1 x 75 NVMe SSD,16,768,October 2019,4
96,96,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake),r5dn.metal,4 x 900 NVMe SSD,768,768,February 2021,4
96,4,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake),r5dn.xlarge,1 x 150 NVMe SSD,32,768,October 2019,4
96,48,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake),r5n.12xlarge,EBS-Only,384,768,October 2019,0
96,64,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake),r5n.16xlarge,EBS-Only,512,768,October 2019,0
96,96,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake),r5n.24xlarge,EBS-Only,768,768,October 2019,0
96,8,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake),r5n.2xlarge,EBS-Only,64,768,October 2019,0
96,16,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake),r5n.4xlarge,EBS-Only,128,768,October 2019,0
96,32,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake),r5n.8xlarge,EBS-Only,256,768,October 2019,0
96,2,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake),r5n.large,EBS-Only,16,768,October 2019,0
96,96,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake),r5n.metal,EBS-Only,768,768,February 2021,0
96,4,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake),r5n.xlarge,EBS-Only,32,768,October 2019,0
64,48,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),r6g.12xlarge,EBS-Only,384,512,December 2019,0
64,48,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),r6g.12xlarge.elasticsearch,EBS-Only,384,512,December 2019,0
64,64,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),r6g.16xlarge,EBS-Only,512,512,December 2019,0
64,8,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),r6g.2xlarge,EBS-Only,64,512,December 2019,0
64,8,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),r6g.2xlarge.elasticsearch,EBS-Only,64,512,December 2019,0
64,16,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),r6g.4xlarge,EBS-Only,128,512,December 2019,0
64,16,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),r6g.4xlarge.elasticsearch,EBS-Only,128,512,December 2019,0
64,32,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),r6g.8xlarge,EBS-Only,256,512,December 2019,0
64,32,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),r6g.8xlarge.elasticsearch,EBS-Only,256,512,December 2019,0
64,2,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),r6g.large,EBS-Only,16,512,December 2019,0
64,2,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),r6g.large.elasticsearch,EBS-Only,16,512,December 2019,0
64,1,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),r6g.medium,EBS-Only,8,512,December 2019,0
64,64,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),r6g.metal,EBS-Only,512,512,December 2019,0
64,4,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),r6g.xlarge,EBS-Only,32,512,December 2019,0
64,4,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),r6g.xlarge.elasticsearch,EBS-Only,32,512,December 2019,0
64,48,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),r6gd.12xlarge,2 x 1425 NVMe SSD,384,512,December 2019,2
64,48,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),r6gd.12xlarge.elasticsearch,2 x 1425 NVMe SSD,384,512,December 2019,2
64,64,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),r6gd.16xlarge,2 x 1900 NVMe SSD,512,512,December 2019,2
64,64,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),r6gd.16xlarge.elasticsearch,2 x 1900 NVMe SSD,512,512,December 2019,2
64,8,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),r6gd.2xlarge,1 x 474 NVMe SSD,64,512,December 2019,2
64,8,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),r6gd.2xlarge.elasticsearch,1 x 474 NVMe SSD,64,512,December 2019,2
64,16,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),r6gd.4xlarge,1 x 950 NVMe SSD,128,512,December 2019,2
64,16,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),r6gd.4xlarge.elasticsearch,1 x 950 NVMe SSD,128,512,December 2019,2
64,32,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),r6gd.8xlarge,1 x 1900 NVMe SSD,256,512,December 2019,2
64,32,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),r6gd.8xlarge.elasticsearch,1 x 1900 NVMe SSD,256,512,December 2019,2
64,2,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),r6gd.large,1 x 118 NVMe SSD,16,512,December 2019,2
64,2,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),r6gd.large.elasticsearch,1 x 118 NVMe SSD,16,512,December 2019,2
64,1,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),r6gd.medium,1 x 59 NVMe SSD,8,512,December 2019,2
64,64,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),r6gd.metal,2 x 1900 NVMe SSD,512,512,December 2019,2
64,4,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),r6gd.xlarge,1 x 237 NVMe SSD,32,512,December 2019,2
64,4,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),r6gd.xlarge.elasticsearch,1 x 237 NVMe SSD,32,512,December 2019,2
48,48,Intel,Intel® Xeon® E5-2676 v3,120.00,N/A,N/A,Comment: CPU platform assumed to be the same as ds2 instances,ra3.16xlarge,64000 RMS,384,384,December 2019,10
48,12,Intel,Intel® Xeon® E5-2676 v3,120.00,N/A,N/A,Comment: CPU platform assumed to be the same as ds2 instances,ra3.4xlarge,64000 RMS,96,384,December 2019,10
32,1,Intel,Intel® Xeon® E5-2670,115.00,N/A,N/A,,t1.micro,EBS-Only,613,144,September 2010,0
72,8,Intel,Intel® Xeon® E5-2686 v4,145.00,N/A,N/A,3.0 GHz Intel Scalable Processor,t2.2xlarge,EBS-Only,32,288,November 2016,0
72,2,Intel,Intel® Xeon® E5-2686 v4,145.00,N/A,N/A,3.0 GHz Intel Scalable Processor,t2.large,EBS-Only,8,288,June 2015,0
48,2,Intel,Intel® Xeon® E5-2676 v3,120.00,N/A,N/A,3.3 GHz Intel Scalable Processor,t2.medium,EBS-Only,4,288,July 2014,0
48,2,Intel,Intel® Xeon® E5-2676 v3,120.00,N/A,N/A,3.3 GHz Intel Scalable Processor,t2.medium.elasticsearch,EBS-Only,4,288,July 2014,0
48,1,Intel,Intel® Xeon® E5-2676 v3,120.00,N/A,N/A,3.3 GHz Intel Scalable Processor,t2.micro,EBS-Only,1,288,July 2014,0
48,1,Intel,Intel® Xeon® E5-2676 v3,120.00,N/A,N/A,3.3 GHz Intel Scalable Processor,t2.micro.elasticsearch,EBS-Only,1,288,July 2014,0
48,1,Intel,Intel® Xeon® E5-2676 v3,120.00,N/A,N/A,3.3 GHz Intel Scalable Processor,t2.nano,EBS-Only,0.5,288,December 2015,0
48,1,Intel,Intel® Xeon® E5-2676 v3,120.00,N/A,N/A,3.3 GHz Intel Scalable Processor,t2.small,EBS-Only,2,288,July 2014,0
48,1,Intel,Intel® Xeon® E5-2676 v3,120.00,N/A,N/A,3.3 GHz Intel Scalable Processor,t2.small.elasticsearch,EBS-Only,2,288,July 2014,0
72,4,Intel,Intel® Xeon® E5-2686 v4,145.00,N/A,N/A,3.0 GHz Intel Scalable Processor,t2.xlarge,EBS-Only,16,288,November 2016,0
96,8,Intel,Intel® Xeon® Platinum 8175M,240.00,N/A,N/A,2.5 GHz Intel Scalable Processor,t3.2xlarge,EBS-Only,32,384,August 2018,0
96,2,Intel,Intel® Xeon® Platinum 8175M,240.00,N/A,N/A,2.5 GHz Intel Scalable Processor,t3.large,EBS-Only,8,384,August 2018,0
96,2,Intel,Intel® Xeon® Platinum 8175M,240.00,N/A,N/A,2.5 GHz Intel Scalable Processor,t3.medium,EBS-Only,4,384,August 2018,0
96,2,Intel,Intel® Xeon® Platinum 8175M,240.00,N/A,N/A,2.5 GHz Intel Scalable Processor,t3.medium.elasticsearch,EBS-Only,4,384,August 2018,0
96,2,Intel,Intel® Xeon® Platinum 8175M,240.00,N/A,N/A,2.5 GHz Intel Scalable Processor,t3.micro,EBS-Only,1,384,August 2018,0
96,2,Intel,Intel® Xeon® Platinum 8175M,240.00,N/A,N/A,2.5 GHz Intel Scalable Processor,t3.nano,EBS-Only,0.5,384,August 2018,0
96,2,Intel,Intel® Xeon® Platinum 8175M,240.00,N/A,N/A,2.5 GHz Intel Scalable Processor,t3.small,EBS-Only,2,384,August 2018,0
96,2,Intel,Intel® Xeon® Platinum 8175M,240.00,N/A,N/A,2.5 GHz Intel Scalable Processor,t3.small.elasticsearch,EBS-Only,2,384,August 2018,0
96,4,Intel,Intel® Xeon® Platinum 8175M,240.00,N/A,N/A,2.5 GHz Intel Scalable Processor,t3.xlarge,EBS-Only,16,384,August 2018,0
96,8,AMD,AMD EPYC™ 7571,120.00,N/A,N/A,2.5 GHz AMD EPYC 7000 Series Processor,t3a.2xlarge,EBS-Only,32,384,April 2019,0
96,2,AMD,AMD EPYC™ 7571,120.00,N/A,N/A,2.5 GHz AMD EPYC 7000 Series Processor,t3a.large,EBS-Only,8,384,April 2019,0
96,2,AMD,AMD EPYC™ 7571,120.00,N/A,N/A,2.5 GHz AMD EPYC 7000 Series Processor,t3a.medium,EBS-Only,4,384,April 2019,0
96,2,AMD,AMD EPYC™ 7571,120.00,N/A,N/A,2.5 GHz AMD EPYC 7000 Series Processor,t3a.micro,EBS-Only,1,384,April 2019,0
